,Hero_1,Hero_2,Hero_3,Hero_4,Hero_5,Won
23467,Crystal Maiden,Lifestealer,Nyx Assassin,Windrunner,Shadow Demon,0
23468,Crystal Maiden,Drow Ranger,Shadow Demon,Mirana,Shadow Fiend,0
23469,Crystal Maiden,Phantom Assassin,Dazzle,Huskar,Earthshaker,0
23470,Razor,Lone Druid,Tidehunter,Mirana,Disruptor,0
23471,Medusa,Enigma,Doom,Omniknight,Magnus,0
23472,Bounty Hunter,Death Prophet,Undying,Treant Protector,Lion,0
23473,Shadow Fiend,Dark Seer,Sven,Drow Ranger,Bounty Hunter,0
23474,Queen of Pain,Bane,Slardar,Enigma,Sven,0
23475,Luna,Naga Siren,Shadow Demon,Keeper of the Light,Axe,0
23476,Mirana,Ancient Apparition,Necrolyte,Razor,Centaur Warrunner,0
23477,Shadow Shaman,Nyx Assassin,Lion,Juggernaut,Kunkka,0
23478,Timbersaw,Slark,Riki,Silencer,Doom,0
23479,Nature's Prophet,Windrunner,Anti-Mage,Silencer,Outworld Devourer,0
23480,Anti-Mage,Storm Spirit,Windrunner,Lifestealer,Undying,0
23481,Phantom Assassin,Tidehunter,Enigma,Invoker,Pudge,0
23482,Nature's Prophet,Troll Warlord,Alchemist,Witch Doctor,Rubick,0
23483,Lone Druid,Undying,Lina,Crystal Maiden,Lifestealer,0
23484,Treant Protector,Juggernaut,Lifestealer,Batrider,Clinkz,0
23485,Earthshaker,Clockwerk,Rubick,Axe,Ancient Apparition,0
23486,Tinker,Enigma,Sand King,Juggernaut,Lina,0
23487,Mirana,Nature's Prophet,Shadow Fiend,Chen,Sniper,0
23488,Shadow Shaman,Naga Siren,Batrider,Vengeful Spirit,Razor,0
23489,Medusa,Magnus,Enigma,Gyrocopter,Nature's Prophet,0
23490,Necrolyte,Lina,Ursa,Batrider,Faceless Void,0
23491,Morphling,Treant Protector,Storm Spirit,Batrider,Lifestealer,0
23492,Necrolyte,Phantom Lancer,Keeper of the Light,Slark,Alchemist,0
23493,Outworld Devourer,Windrunner,Ursa,Phantom Lancer,Keeper of the Light,0
23494,Phantom Assassin,Shadow Shaman,Windrunner,Pudge,Crystal Maiden,0
23495,Shadow Shaman,Clockwerk,Queen of Pain,Alchemist,Axe,0
23496,Silencer,Pudge,Morphling,Bane,Windrunner,0
23497,Keeper of the Light,Vengeful Spirit,Naga Siren,Rubick,Enchantress,0
23498,Warlock,Puck,Faceless Void,Doom,Tinker,0
23499,Windrunner,Undying,Death Prophet,Ancient Apparition,Silencer,0
23500,Nyx Assassin,Earthshaker,Vengeful Spirit,Weaver,Viper,0
23501,Dark Seer,Huskar,Chaos Knight,Rubick,Meepo,0
23502,Lich,Phantom Assassin,Disruptor,Viper,Bloodseeker,0
23503,Axe,Shadow Demon,Sniper,Nature's Prophet,Puck,0
23504,Phantom Assassin,Shadow Fiend,Magnus,Nyx Assassin,Meepo,0
23505,Anti-Mage,Nature's Prophet,Storm Spirit,Pugna,Invoker,0
23506,Bounty Hunter,Brewmaster,Enigma,Huskar,Drow Ranger,0
23507,Mirana,Dazzle,Pudge,Bounty Hunter,Nature's Prophet,0
23508,Huskar,Keeper of the Light,Shadow Shaman,Sven,Juggernaut,0
23509,Silencer,Leshrac,Gyrocopter,Timbersaw,Batrider,0
23510,Keeper of the Light,Pugna,Sand King,Naga Siren,Doom,0
23511,Huskar,Sven,Sand King,Phantom Lancer,Enchantress,0
23512,Alchemist,Slark,Keeper of the Light,Naga Siren,Invoker,0
23513,Enchantress,Crystal Maiden,Queen of Pain,Razor,Bloodseeker,0
23514,Faceless Void,Shadow Demon,Nature's Prophet,Mirana,Pudge,0
23515,Shadow Fiend,Zeus,Tidehunter,Chaos Knight,Windrunner,0
23516,Warlock,Shadow Demon,Nyx Assassin,Chaos Knight,Faceless Void,0
23517,Morphling,Shadow Demon,Tiny,Riki,Clockwerk,0
23518,Clinkz,Sven,Crystal Maiden,Invoker,Ogre Magi,0
23519,Lion,Keeper of the Light,Lifestealer,Venomancer,Juggernaut,0
23520,Invoker,Axe,Dazzle,Mirana,Dark Seer,0
23521,Crystal Maiden,Broodmother,Kunkka,Gyrocopter,Ogre Magi,0
23522,Timbersaw,Clinkz,Bane,Ancient Apparition,Windrunner,0
23523,Medusa,Shadow Fiend,Razor,Lina,Doom,0
23524,Batrider,Shadow Fiend,Keeper of the Light,Naga Siren,Sand King,0
23525,Lycanthrope,Nyx Assassin,Ogre Magi,Sand King,Nature's Prophet,0
23526,Luna,Lone Druid,Enchantress,Puck,Pudge,0
23527,Axe,Luna,Lion,Zeus,Kunkka,0
23528,Tinker,Visage,Phantom Lancer,Lone Druid,Anti-Mage,0
23529,Jakiro,Faceless Void,Queen of Pain,Magnus,Axe,0
23530,Axe,Dragon Knight,Slardar,Lion,Rubick,0
23531,Bloodseeker,Lion,Crystal Maiden,Bane,Gyrocopter,0
23532,Batrider,Wisp,Centaur Warrunner,Windrunner,Morphling,0
23533,Shadow Fiend,Mirana,Shadow Demon,Puck,Morphling,0
23534,Batrider,Spectre,Lifestealer,Timbersaw,Keeper of the Light,0
23535,Razor,Death Prophet,Lifestealer,Skeleton King,Lina,0
23536,Windrunner,Juggernaut,Weaver,Invoker,Shadow Demon,0
23537,Drow Ranger,Lifestealer,Rubick,Brewmaster,Lina,0
23538,Dazzle,Ancient Apparition,Warlock,Centaur Warrunner,Naga Siren,0
23539,Ursa,Spirit Breaker,Dark Seer,Bloodseeker,Leshrac,0
23540,Invoker,Lone Druid,Beastmaster,Sven,Windrunner,0
23541,Pudge,Mirana,Lina,Rubick,Morphling,0
23542,Alchemist,Ancient Apparition,Queen of Pain,Jakiro,Timbersaw,0
23543,Gyrocopter,Windrunner,Viper,Sand King,Rubick,0
23544,Vengeful Spirit,Lich,Anti-Mage,Templar Assassin,Beastmaster,0
23545,Tiny,Centaur Warrunner,Nyx Assassin,Sniper,Phantom Assassin,0
23546,Pudge,Templar Assassin,Sand King,Rubick,Nyx Assassin,0
23547,Earthshaker,Drow Ranger,Windrunner,Invoker,Nature's Prophet,0
23548,Troll Warlord,Slardar,Lina,Rubick,Windrunner,0
23549,Nature's Prophet,Clockwerk,Lina,Viper,Bane,0
23550,Invoker,Medusa,Wisp,Lich,Kunkka,0
23551,Rubick,Anti-Mage,Doom,Windrunner,Centaur Warrunner,0
23552,Alchemist,Enigma,Riki,Shadow Demon,Centaur Warrunner,0
23553,Juggernaut,Keeper of the Light,Necrolyte,Bloodseeker,Lone Druid,0
23554,Razor,Axe,Enigma,Brewmaster,Jakiro,0
23555,Lina,Dragon Knight,Night Stalker,Disruptor,Sand King,0
23556,Sniper,Mirana,Lina,Sand King,Pudge,0
23557,Ogre Magi,Tinker,Lina,Broodmother,Brewmaster,0
23558,Sand King,Dragon Knight,Silencer,Enchantress,Lifestealer,0
23559,Invoker,Zeus,Brewmaster,Lich,Weaver,0
23560,Lycanthrope,Invoker,Tinker,Earthshaker,Troll Warlord,0
23561,Pudge,Doom,Dazzle,Mirana,Anti-Mage,0
23562,Keeper of the Light,Bounty Hunter,Windrunner,Spirit Breaker,Queen of Pain,0
23563,Disruptor,Templar Assassin,Shadow Demon,Sand King,Phantom Lancer,0
23564,Enigma,Nyx Assassin,Phantom Assassin,Invoker,Shadow Shaman,0
23565,Centaur Warrunner,Pugna,Bounty Hunter,Clockwerk,Spectre,0
23566,Nature's Prophet,Beastmaster,Lich,Riki,Night Stalker,0
23567,Mirana,Queen of Pain,Necrolyte,Sniper,Viper,0
23568,Nyx Assassin,Luna,Keeper of the Light,Chaos Knight,Vengeful Spirit,0
23569,Lone Druid,Puck,Axe,Anti-Mage,Keeper of the Light,0
23570,Crystal Maiden,Pudge,Omniknight,Sand King,Beastmaster,0
23571,Mirana,Disruptor,Templar Assassin,Riki,Lion,0
23572,Meepo,Silencer,Alchemist,Enigma,Pudge,0
23573,Lion,Nyx Assassin,Juggernaut,Sand King,Treant Protector,0
23574,Dazzle,Windrunner,Faceless Void,Jakiro,Pudge,0
23575,Riki,Windrunner,Viper,Lina,Vengeful Spirit,0
23576,Lone Druid,Visage,Rubick,Brewmaster,Omniknight,0
23577,Crystal Maiden,Queen of Pain,Lycanthrope,Windrunner,Alchemist,0
23578,Windrunner,Axe,Nyx Assassin,Ogre Magi,Faceless Void,0
23579,Broodmother,Sand King,Bloodseeker,Visage,Ogre Magi,0
23580,Magnus,Phantom Assassin,Witch Doctor,Windrunner,Centaur Warrunner,0
23581,Invoker,Naga Siren,Drow Ranger,Undying,Keeper of the Light,0
23582,Viper,Clinkz,Chaos Knight,Nature's Prophet,Bounty Hunter,0
23583,Invoker,Medusa,Tinker,Enigma,Sven,0
23584,Lifestealer,Axe,Bounty Hunter,Pudge,Clockwerk,0
23585,Visage,Anti-Mage,Templar Assassin,Necrolyte,Windrunner,0
23586,Sniper,Magnus,Invoker,Huskar,Rubick,0
23587,Slark,Nyx Assassin,Storm Spirit,Silencer,Rubick,0
23588,Lycanthrope,Puck,Ursa,Invoker,Tidehunter,0
23589,Puck,Crystal Maiden,Axe,Faceless Void,Bounty Hunter,0
23590,Earthshaker,Bounty Hunter,Luna,Shadow Shaman,Warlock,0
23591,Doom,Clinkz,Storm Spirit,Sand King,Zeus,0
23592,Lifestealer,Earthshaker,Axe,Pudge,Lone Druid,0
23593,Gyrocopter,Ogre Magi,Bane,Shadow Demon,Timbersaw,0
23594,Pudge,Chen,Batrider,Beastmaster,Lifestealer,0
23595,Ursa,Shadow Fiend,Faceless Void,Enigma,Templar Assassin,0
23596,Treant Protector,Juggernaut,Meepo,Tinker,Riki,0
23597,Morphling,Crystal Maiden,Disruptor,Anti-Mage,Dragon Knight,0
23598,Axe,Clinkz,Sand King,Keeper of the Light,Sniper,0
23599,Lion,Weaver,Dragon Knight,Rubick,Shadow Demon,0
23600,Mirana,Slark,Vengeful Spirit,Magnus,Alchemist,0
23601,Shadow Fiend,Phantom Assassin,Nature's Prophet,Clinkz,Earthshaker,0
23602,Chaos Knight,Doom,Dazzle,Timbersaw,Puck,0
23603,Outworld Devourer,Anti-Mage,Rubick,Clockwerk,Earthshaker,0
23604,Shadow Fiend,Leshrac,Silencer,Slardar,Weaver,0
23605,Puck,Doom,Tinker,Night Stalker,Troll Warlord,0
23606,Lion,Shadow Demon,Nyx Assassin,Skeleton King,Anti-Mage,0
23607,Lina,Juggernaut,Keeper of the Light,Leshrac,Templar Assassin,0
23608,Queen of Pain,Tidehunter,Rubick,Faceless Void,Clockwerk,0
23609,Mirana,Juggernaut,Puck,Rubick,Bounty Hunter,0
23610,Anti-Mage,Outworld Devourer,Broodmother,Jakiro,Nature's Prophet,0
23611,Clinkz,Gyrocopter,Rubick,Earthshaker,Pudge,0
23612,Windrunner,Outworld Devourer,Tiny,Silencer,Shadow Demon,0
23613,Pudge,Nature's Prophet,Lone Druid,Lina,Omniknight,0
23614,Pudge,Sniper,Silencer,Sand King,Tiny,0
23615,Clockwerk,Rubick,Troll Warlord,Sniper,Batrider,0
23616,Pudge,Troll Warlord,Ursa,Wisp,Anti-Mage,0
23617,Luna,Brewmaster,Queen of Pain,Lycanthrope,Lina,0
23618,Shadow Demon,Venomancer,Slardar,Riki,Shadow Fiend,0
23619,Magnus,Anti-Mage,Chen,Nyx Assassin,Shadow Demon,0
23620,Slardar,Crystal Maiden,Bloodseeker,Vengeful Spirit,Rubick,0
23621,Axe,Venomancer,Mirana,Invoker,Silencer,0
23622,Shadow Demon,Gyrocopter,Faceless Void,Dark Seer,Tidehunter,0
23623,Zeus,Dragon Knight,Shadow Demon,Templar Assassin,Tidehunter,0
23624,Treant Protector,Phantom Assassin,Pudge,Beastmaster,Puck,0
23625,Invoker,Bounty Hunter,Chen,Venomancer,Juggernaut,0
23626,Storm Spirit,Dazzle,Phantom Lancer,Dragon Knight,Shadow Demon,0
23627,Beastmaster,Gyrocopter,Slark,Anti-Mage,Leshrac,0
23628,Doom,Troll Warlord,Windrunner,Wisp,Meepo,0
23629,Axe,Sand King,Venomancer,Morphling,Timbersaw,0
23630,Shadow Shaman,Bounty Hunter,Alchemist,Tiny,Lion,0
23631,Magnus,Lycanthrope,Leshrac,Keeper of the Light,Nyx Assassin,0
23632,Riki,Axe,Disruptor,Mirana,Morphling,0
23633,Puck,Enchantress,Invoker,Phantom Assassin,Vengeful Spirit,0
23634,Windrunner,Alchemist,Templar Assassin,Necrolyte,Omniknight,0
23635,Lone Druid,Medusa,Storm Spirit,Night Stalker,Weaver,0
23636,Bounty Hunter,Morphling,Rubick,Axe,Magnus,0
23637,Enchantress,Windrunner,Jakiro,Morphling,Mirana,0
23638,Ancient Apparition,Windrunner,Beastmaster,Luna,Pudge,0
23639,Disruptor,Invoker,Silencer,Puck,Axe,0
23640,Lone Druid,Pudge,Juggernaut,Timbersaw,Keeper of the Light,0
23641,Lifestealer,Gyrocopter,Axe,Pudge,Kunkka,0
23642,Wisp,Earthshaker,Treant Protector,Mirana,Chaos Knight,0
23643,Lycanthrope,Weaver,Puck,Rubick,Undying,0
23644,Shadow Shaman,Juggernaut,Omniknight,Dark Seer,Axe,0
23645,Death Prophet,Morphling,Lone Druid,Rubick,Troll Warlord,0
23646,Enchantress,Invoker,Shadow Shaman,Anti-Mage,Nature's Prophet,0
23647,Kunkka,Axe,Earthshaker,Dark Seer,Bane,0
23648,Lina,Ursa,Night Stalker,Anti-Mage,Dazzle,0
23649,Pugna,Earthshaker,Queen of Pain,Slark,Bounty Hunter,0
23650,Juggernaut,Undying,Phantom Assassin,Tinker,Rubick,0
23651,Vengeful Spirit,Beastmaster,Bounty Hunter,Kunkka,Magnus,0
23652,Lifestealer,Sand King,Batrider,Silencer,Jakiro,0
23653,Bounty Hunter,Gyrocopter,Drow Ranger,Juggernaut,Alchemist,0
23654,Medusa,Keeper of the Light,Invoker,Axe,Spectre,0
23655,Troll Warlord,Silencer,Meepo,Dark Seer,Death Prophet,0
23656,Clinkz,Lion,Morphling,Anti-Mage,Witch Doctor,0
23657,Lone Druid,Lifestealer,Queen of Pain,Spirit Breaker,Clinkz,0
23658,Puck,Centaur Warrunner,Gyrocopter,Sand King,Silencer,0
23659,Bounty Hunter,Crystal Maiden,Dark Seer,Anti-Mage,Invoker,0
23660,Gyrocopter,Kunkka,Bounty Hunter,Nyx Assassin,Nature's Prophet,0
23661,Necrolyte,Ursa,Tidehunter,Zeus,Leshrac,0
23662,Batrider,Tinker,Mirana,Treant Protector,Sand King,0
23663,Dragon Knight,Ancient Apparition,Necrolyte,Outworld Devourer,Enigma,0
23664,Invoker,Lifestealer,Phantom Assassin,Queen of Pain,Enigma,0
23665,Silencer,Enigma,Venomancer,Windrunner,Brewmaster,0
23666,Disruptor,Lone Druid,Keeper of the Light,Ancient Apparition,Huskar,0
23667,Riki,Pudge,Undying,Bane,Anti-Mage,0
23668,Sven,Nyx Assassin,Ogre Magi,Rubick,Sniper,0
23669,Bounty Hunter,Disruptor,Windrunner,Morphling,Puck,0
23670,Alchemist,Troll Warlord,Leshrac,Beastmaster,Brewmaster,0
23671,Phantom Assassin,Clockwerk,Outworld Devourer,Wisp,Venomancer,0
23672,Shadow Fiend,Windrunner,Nature's Prophet,Dazzle,Drow Ranger,0
23673,Disruptor,Juggernaut,Nyx Assassin,Invoker,Timbersaw,0
23674,Pudge,Doom,Bounty Hunter,Ancient Apparition,Juggernaut,0
23675,Batrider,Lich,Doom,Slardar,Queen of Pain,0
23676,Queen of Pain,Bounty Hunter,Doom,Crystal Maiden,Lone Druid,0
23677,Slark,Storm Spirit,Gyrocopter,Disruptor,Pudge,0
23678,Beastmaster,Axe,Viper,Phantom Lancer,Windrunner,0
23679,Broodmother,Shadow Demon,Windrunner,Jakiro,Pudge,0
23680,Naga Siren,Enchantress,Nyx Assassin,Crystal Maiden,Mirana,0
23681,Bounty Hunter,Nature's Prophet,Naga Siren,Lion,Keeper of the Light,0
23682,Lina,Shadow Demon,Queen of Pain,Drow Ranger,Lone Druid,0
23683,Clockwerk,Zeus,Weaver,Invoker,Lone Druid,0
23684,Enchantress,Templar Assassin,Axe,Lifestealer,Batrider,0
23685,Queen of Pain,Slark,Leshrac,Kunkka,Tinker,0
23686,Medusa,Rubick,Invoker,Crystal Maiden,Broodmother,0
23687,Axe,Bloodseeker,Bounty Hunter,Wisp,Tiny,0
23688,Shadow Shaman,Lina,Slardar,Medusa,Shadow Demon,0
23689,Invoker,Broodmother,Dark Seer,Storm Spirit,Faceless Void,0
23690,Nature's Prophet,Invoker,Lion,Shadow Shaman,Faceless Void,0
23691,Batrider,Silencer,Razor,Lina,Huskar,0
23692,Disruptor,Magnus,Enigma,Luna,Dark Seer,0
23693,Lycanthrope,Venomancer,Pudge,Doom,Silencer,0
23694,Nyx Assassin,Chaos Knight,Troll Warlord,Leshrac,Pudge,0
23695,Bane,Puck,Lycanthrope,Shadow Shaman,Treant Protector,0
23696,Jakiro,Tinker,Dragon Knight,Juggernaut,Warlock,0
23697,Lifestealer,Mirana,Magnus,Bounty Hunter,Lone Druid,0
23698,Axe,Zeus,Riki,Invoker,Windrunner,0
23699,Axe,Bounty Hunter,Alchemist,Pudge,Bane,0
23700,Centaur Warrunner,Tiny,Keeper of the Light,Pudge,Nature's Prophet,0
23701,Storm Spirit,Jakiro,Dragon Knight,Phantom Assassin,Mirana,0
23702,Rubick,Beastmaster,Pudge,Faceless Void,Vengeful Spirit,0
23703,Invoker,Nature's Prophet,Batrider,Rubick,Drow Ranger,0
23704,Tinker,Luna,Tidehunter,Shadow Demon,Batrider,0
23705,Phantom Assassin,Storm Spirit,Brewmaster,Bounty Hunter,Dark Seer,0
23706,Timbersaw,Meepo,Beastmaster,Chaos Knight,Lich,0
23707,Invoker,Undying,Magnus,Kunkka,Naga Siren,0
23708,Morphling,Ancient Apparition,Invoker,Lifestealer,Silencer,0
23709,Troll Warlord,Queen of Pain,Death Prophet,Enigma,Dazzle,0
23710,Spirit Breaker,Bloodseeker,Mirana,Razor,Bounty Hunter,0
23711,Dark Seer,Invoker,Lone Druid,Tidehunter,Wisp,0
23712,Pudge,Shadow Shaman,Axe,Nyx Assassin,Phantom Assassin,0
23713,Invoker,Axe,Windrunner,Sven,Nyx Assassin,0
23714,Lone Druid,Tidehunter,Witch Doctor,Pudge,Mirana,0
23715,Anti-Mage,Medusa,Gyrocopter,Nyx Assassin,Timbersaw,0
23716,Shadow Fiend,Puck,Undying,Chaos Knight,Leshrac,0
23717,Invoker,Axe,Bloodseeker,Wisp,Tiny,0
23718,Windrunner,Nyx Assassin,Tiny,Doom,Juggernaut,0
23719,Omniknight,Slark,Shadow Fiend,Keeper of the Light,Tidehunter,0
23720,Enigma,Vengeful Spirit,Sniper,Dark Seer,Warlock,0
23721,Lina,Sand King,Undying,Batrider,Leshrac,0
23722,Invoker,Enigma,Bounty Hunter,Rubick,Windrunner,0
23723,Puck,Phantom Lancer,Rubick,Pudge,Disruptor,0
23724,Pudge,Magnus,Phantom Assassin,Zeus,Disruptor,0
23725,Nyx Assassin,Windrunner,Slark,Beastmaster,Witch Doctor,0
23726,Skeleton King,Bloodseeker,Dark Seer,Nature's Prophet,Tinker,0
23727,Clockwerk,Invoker,Shadow Shaman,Troll Warlord,Phantom Assassin,0
23728,Windrunner,Death Prophet,Troll Warlord,Nature's Prophet,Anti-Mage,0
23729,Batrider,Phantom Lancer,Nyx Assassin,Clinkz,Puck,0
23730,Tiny,Lifestealer,Jakiro,Phantom Lancer,Keeper of the Light,0
23731,Queen of Pain,Luna,Lone Druid,Weaver,Leshrac,0
23732,Skeleton King,Nature's Prophet,Magnus,Lich,Shadow Demon,0
23733,Jakiro,Bloodseeker,Storm Spirit,Doom,Warlock,0
23734,Phantom Assassin,Juggernaut,Dragon Knight,Morphling,Lich,0
23735,Outworld Devourer,Dark Seer,Crystal Maiden,Phantom Assassin,Puck,0
23736,Alchemist,Invoker,Witch Doctor,Windrunner,Kunkka,0
23737,Nature's Prophet,Lifestealer,Invoker,Drow Ranger,Lina,0
23738,Anti-Mage,Pudge,Bounty Hunter,Lifestealer,Invoker,0
23739,Omniknight,Chen,Sniper,Necrolyte,Kunkka,0
23740,Pugna,Windrunner,Phantom Assassin,Spirit Breaker,Tiny,0
23741,Pudge,Tiny,Queen of Pain,Rubick,Lion,0
23742,Phantom Assassin,Rubick,Magnus,Bounty Hunter,Invoker,0
23743,Luna,Lone Druid,Lich,Puck,Mirana,0
23744,Slardar,Ogre Magi,Disruptor,Wisp,Broodmother,0
23745,Leshrac,Magnus,Sven,Beastmaster,Enigma,0
23746,Axe,Earthshaker,Dragon Knight,Viper,Pudge,0
23747,Nyx Assassin,Timbersaw,Pudge,Visage,Bounty Hunter,0
23748,Dark Seer,Queen of Pain,Puck,Juggernaut,Pudge,0
23749,Sand King,Bounty Hunter,Tiny,Earthshaker,Gyrocopter,0
23750,Skeleton King,Batrider,Lich,Chaos Knight,Tiny,0
23751,Queen of Pain,Dark Seer,Huskar,Axe,Nyx Assassin,0
23752,Keeper of the Light,Phantom Lancer,Warlock,Weaver,Centaur Warrunner,0
23753,Ancient Apparition,Slardar,Silencer,Jakiro,Alchemist,0
23754,Lone Druid,Lina,Venomancer,Sven,Chaos Knight,0
23755,Ogre Magi,Kunkka,Luna,Lifestealer,Lone Druid,0
23756,Storm Spirit,Lifestealer,Shadow Demon,Spirit Breaker,Keeper of the Light,0
23757,Ancient Apparition,Dazzle,Nyx Assassin,Ursa,Chaos Knight,0
23758,Lifestealer,Brewmaster,Storm Spirit,Magnus,Vengeful Spirit,0
23759,Ancient Apparition,Tidehunter,Chaos Knight,Invoker,Keeper of the Light,0
23760,Slardar,Windrunner,Doom,Shadow Fiend,Batrider,0
23761,Doom,Storm Spirit,Ancient Apparition,Visage,Earthshaker,0
23762,Alchemist,Vengeful Spirit,Rubick,Shadow Fiend,Spectre,0
23763,Keeper of the Light,Lion,Undying,Invoker,Phantom Assassin,0
23764,Juggernaut,Shadow Fiend,Bounty Hunter,Lina,Rubick,0
23765,Ogre Magi,Shadow Fiend,Luna,Centaur Warrunner,Puck,0
23766,Shadow Fiend,Lycanthrope,Dark Seer,Tinker,Clinkz,0
23767,Bounty Hunter,Necrolyte,Weaver,Invoker,Vengeful Spirit,0
23768,Ogre Magi,Shadow Demon,Skeleton King,Slardar,Shadow Shaman,0
23769,Lone Druid,Queen of Pain,Lifestealer,Ancient Apparition,Timbersaw,0
23770,Kunkka,Disruptor,Batrider,Lina,Shadow Demon,0
23771,Brewmaster,Clockwerk,Death Prophet,Rubick,Nature's Prophet,0
23772,Outworld Devourer,Dark Seer,Gyrocopter,Dragon Knight,Troll Warlord,0
23773,Invoker,Bounty Hunter,Keeper of the Light,Phantom Lancer,Undying,0
23774,Riki,Tiny,Death Prophet,Nature's Prophet,Windrunner,0
23775,Batrider,Outworld Devourer,Bounty Hunter,Anti-Mage,Vengeful Spirit,0
23776,Pudge,Spectre,Witch Doctor,Windrunner,Spirit Breaker,0
23777,Dazzle,Clockwerk,Razor,Spirit Breaker,Mirana,0
23778,Lich,Bounty Hunter,Doom,Shadow Fiend,Outworld Devourer,0
23779,Bloodseeker,Ancient Apparition,Pudge,Undying,Bounty Hunter,0
23780,Mirana,Shadow Shaman,Riki,Phantom Lancer,Lifestealer,0
23781,Kunkka,Magnus,Crystal Maiden,Phantom Assassin,Omniknight,0
23782,Slark,Ursa,Crystal Maiden,Huskar,Treant Protector,0
23783,Magnus,Rubick,Invoker,Slark,Witch Doctor,0
23784,Bloodseeker,Phantom Assassin,Warlock,Shadow Shaman,Troll Warlord,0
23785,Clinkz,Lone Druid,Troll Warlord,Rubick,Alchemist,0
23786,Clinkz,Anti-Mage,Jakiro,Sven,Invoker,0
23787,Magnus,Enigma,Shadow Fiend,Earthshaker,Windrunner,0
23788,Queen of Pain,Witch Doctor,Phantom Lancer,Medusa,Treant Protector,0
23789,Lifestealer,Morphling,Shadow Demon,Puck,Jakiro,0
23790,Anti-Mage,Timbersaw,Nyx Assassin,Windrunner,Witch Doctor,0
23791,Dark Seer,Meepo,Lina,Leshrac,Kunkka,0
23792,Phantom Assassin,Nature's Prophet,Broodmother,Windrunner,Gyrocopter,0
23793,Treant Protector,Jakiro,Faceless Void,Dragon Knight,Centaur Warrunner,0
23794,Faceless Void,Ogre Magi,Treant Protector,Templar Assassin,Crystal Maiden,0
23795,Night Stalker,Disruptor,Timbersaw,Phantom Assassin,Windrunner,0
23796,Crystal Maiden,Shadow Shaman,Luna,Razor,Pudge,0
23797,Medusa,Enigma,Lion,Zeus,Disruptor,0
23798,Zeus,Omniknight,Sven,Rubick,Jakiro,0
23799,Templar Assassin,Shadow Demon,Phantom Lancer,Lone Druid,Keeper of the Light,0
23800,Rubick,Venomancer,Luna,Beastmaster,Magnus,0
23801,Sniper,Tiny,Rubick,Doom,Pudge,0
23802,Silencer,Shadow Shaman,Skeleton King,Phantom Assassin,Clinkz,0
23803,Troll Warlord,Batrider,Crystal Maiden,Dragon Knight,Sand King,0
23804,Chaos Knight,Windrunner,Invoker,Jakiro,Bounty Hunter,0
23805,Lone Druid,Crystal Maiden,Storm Spirit,Anti-Mage,Enchantress,0
23806,Luna,Lich,Clinkz,Leshrac,Pudge,0
23807,Phantom Assassin,Clockwerk,Viper,Lion,Pudge,0
23808,Riki,Undying,Jakiro,Morphling,Invoker,0
23809,Bounty Hunter,Undying,Ancient Apparition,Night Stalker,Queen of Pain,0
23810,Skeleton King,Dazzle,Vengeful Spirit,Alchemist,Pugna,0
23811,Crystal Maiden,Slardar,Gyrocopter,Sniper,Shadow Shaman,0
23812,Dark Seer,Shadow Fiend,Phantom Lancer,Shadow Demon,Skeleton King,0
23813,Phantom Lancer,Death Prophet,Witch Doctor,Nyx Assassin,Disruptor,0
23814,Vengeful Spirit,Enigma,Spirit Breaker,Naga Siren,Bane,0
23815,Pudge,Troll Warlord,Omniknight,Juggernaut,Necrolyte,0
23816,Witch Doctor,Spirit Breaker,Enigma,Brewmaster,Dark Seer,0
23817,Warlock,Dragon Knight,Anti-Mage,Bane,Outworld Devourer,0
23818,Venomancer,Alchemist,Queen of Pain,Tiny,Lion,0
23819,Visage,Troll Warlord,Kunkka,Shadow Demon,Centaur Warrunner,0
23820,Venomancer,Invoker,Nature's Prophet,Nyx Assassin,Tinker,0
23821,Phantom Assassin,Troll Warlord,Sniper,Shadow Demon,Faceless Void,0
23822,Morphling,Dark Seer,Pudge,Lone Druid,Jakiro,0
23823,Chen,Dragon Knight,Shadow Demon,Magnus,Alchemist,0
23824,Dragon Knight,Lina,Queen of Pain,Medusa,Dazzle,0
23825,Kunkka,Morphling,Treant Protector,Beastmaster,Dragon Knight,0
23826,Phantom Assassin,Visage,Shadow Shaman,Bounty Hunter,Doom,0
23827,Pudge,Lifestealer,Meepo,Rubick,Medusa,0
23828,Tinker,Windrunner,Lina,Slark,Leshrac,0
23829,Silencer,Venomancer,Outworld Devourer,Shadow Demon,Alchemist,0
23830,Wisp,Nature's Prophet,Magnus,Shadow Shaman,Luna,0
23831,Enigma,Earthshaker,Sniper,Tidehunter,Mirana,0
23832,Undying,Faceless Void,Phantom Assassin,Puck,Gyrocopter,0
23833,Disruptor,Pugna,Drow Ranger,Kunkka,Lion,0
23834,Pudge,Keeper of the Light,Phantom Lancer,Dark Seer,Nature's Prophet,0
23835,Jakiro,Omniknight,Axe,Ancient Apparition,Drow Ranger,0
23836,Dark Seer,Disruptor,Slardar,Enchantress,Templar Assassin,0
23837,Faceless Void,Queen of Pain,Huskar,Warlock,Ancient Apparition,0
23838,Crystal Maiden,Outworld Devourer,Tiny,Shadow Demon,Phantom Lancer,0
23839,Slark,Broodmother,Windrunner,Meepo,Alchemist,0
23840,Sven,Undying,Enigma,Luna,Dark Seer,0
